D3.TRANSACCION,CANAL_ATENCION,CAUSA,DESCRIPCION,MOTIVO,MUNICIPIO,D0.SERVICIO,D2.PUNTO DE CONTACTO,,D5.LOCALIDAD,P3.ASPECTOS QUE LO SORPRENDIERON O QUE LE MOLESTARON,INCIDENTE CRITICO
Daños Gas,_,_,_,_,MEDELLIN,Gas,Línea de atención,,Metropolitana,"LA ATENCIÓN DEL PERSONAL QUE ME ATENDIÓ ES DECIR EL QUE FUE A LA VIVIENDA ,FUERON MUY FORMALES  DIERON OBSERVACIONES RECOMENDACIONES ACERCA DEL PROBLEMA  NO DA MÁS  INFORMACION",INCIDENTES POSITIVOS
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,"Usuario en calidad de propietario solicita financiaci?n de deuda de servicios p?blicos  que actualmente presenta un saldo pendiente de pago de $57.395 para lo cual presenta: c?dula de ciudadan?a original,  factura de servicios",_,LA ESTRELLA,Gas,Oficina de atención,,Metropolitana,-,EXPERIENCIA NORMAL
Daños Agua Prepago,_,_,_,_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,QUE ME NO SE DÉ DEMORARON PARA ATENDER MI LLAMADA ADEMÁS ME TRAJERON LA TARJETA AL OTRO DÍA. SE INDAGA NO DA MÁS INFORMACION,INCIDENTES POSITIVOS
Peticiones Energía Oficinas (resuelto),PRESENCIAL,INFORMACION GENERAL,Arrendatario solicita explciaon valores facturados en cuotas finaicadas,_,SABANETA,Energía,Oficina de atención,,Metropolitana,-,EXPERIENCIA NORMAL
Daños Gas,_,_,_,_,BELLO,Gas,Línea de atención,,Metropolitana,LA ATENCIÓN OPORTUNA  LLAMAMOS EN LA MAÑANA  Y EN LA TARDE ESTABAN ARREGLANDO EL PROBLEMA NO DA MÁS  INFORMACION,INCIDENTES POSITIVOS
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,En calidad de usuario con factura de mayo x $ 624639  contrato #10657065  solicita financiar cuenta.   Presenta contrato de arrendamiento factura y cedula.,_,MEDELLIN,Energía,Oficina de atención,,Metropolitana,"LA ATENCIÓN FUE INMEDIATA HICE UNA FILA CORTA Y DE INMEDIATO EL ASESOR  ME DIO   INFORMACIÓN, ME DIO    SOLUCIÓN Y  ME GUIARON CON EL PROCESO QUE TENÍA QUE HACER  / NO DA MÁS INFORMACIÓN",INCIDENTES POSITIVOS
Quejas Gas,TELEFONICO,NO CONEXION DEL SERVICIO,"Nombre: MARTA LUCIA RODRIGUEZ PU?GARON	
Cedula: 43078692
Direcci?n: CR 83 B CL 22 -34 (INTERIOR 162 )
Municipio: MEDELLIN
Tel?fonos: 3196474455 - 6029894 (AUTORIZA SMS )
Proceso: Se comunica la usuaria indicando el incumplimiento tanto de visita como de tiempo de atenci?n, la orden de instalaci?n tiene 18 de 16 d?as de ANS vencido, sum?ndole que le indicaron que ir?an el viernes 17 de mayo y no asistieron, la usuaria se encuentra inconforme, por favor brindar soluci?n// 00001049561558375080 / agarsanc",_,MEDELLIN,Gas,Línea de atención,,Metropolitana,-,EXPERIENCIA NORMAL
Peticiones Energía Oficinas (resuelto),PRESENCIAL,PLAZO PARA PAGO,usuario solicita hacer el pago de la cuenta vencida,_,MEDELLIN,Energía,Oficina de atención,,Metropolitana,"PÉSIMO EL SERVICIO ES MUY LENTO O SEA MUY POQUITA GENTE PARA LA CANTIDAD DE USUARIOS QUE VAN A QUEJARSE Y A MOVERSE, EL TIEMPO DE LAS PERSONAS VALEN Y UNO GASTARSE 3 HORAS PARA QUE HAGAN UNA VUELTA CUANDO SE PUEDE HACER FACILMENTE.NO DA MÁS INFORMACION",INCIDENTES NEGATIVOS
Daños Acueducto,_,_,_,_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,"QUIEN ACUDIÓ A ARREGLAR ESE DÍA TUVO UNA ATENCIÓN MUY FORMAL VINIERON RÁPIDO Y ERAN CONOCEDORES DEL TEMA SABÍAN QUE DEBÍAN HACER CONOCÍAN SU TRABAJO ,VINO A HACER SU TRABAJO EN CUANTO A LA LLAMADA LA ATENCIÓN FUE NORMAL HUBO UNA BUENA RECEPCIÓN DE LA LLAMADA",INCIDENTES POSITIVOS
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,"Usuario en calidad de titular solicita financiar deuda de los servicios de energ?a, debido a que actualmente tiene un saldo pendiente de pago por valor de $575.411., para lo cual presenta: c?dula de ciudadan?a y factura.",_,SALGAR,Energía,Oficina de atención,,Regional,-,EXPERIENCIA NORMAL
Quejas Gas,TELEFONICO,INCONFORMIDAD CON LA INFORMACION,"Julian Alberto Osorio CC. 75051736 Tel: 5828788 3207275399 Dir. CR 73 CL 9 -50 (INTERIOR 1101 ) Muy inconforme por la atenci?n brindada en la linea el dia 17 Mayo entre las 08:00 - 08:30 realizada del numero 4447010 /ID 00001037381558192594 pcasarru 
Autoriza SMS",_,MEDELLIN,Gas,Línea de atención,,Metropolitana,"LA RESPUESTA QUE ME BRINDARON NO FUE LA CORRECTA  NI LA DEBIDA, YA QUE ME DIJERON QUE ELLOS NO TENÍAN COMO RESOLVER EL INCONVENIENTE. NO DA MÁS INFORMACION",INCIDENTES NEGATIVOS
Daños Agua Prepago,_,_,_,_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,"PORQUE LOS JÓVENES QUE CONTESTAN SON MUY AMABLES Y EDUCADOS, PRESTAN UN BUEN SERVICIO POR EL RESPETO. SE INDAGA NO DA MÁS INFORMACION",INCIDENTES POSITIVOS
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,En calidad de apoderado solicita financiar factura contrato 844622  $ 2627754,_,MEDELLIN,Acueducto,Oficina de atención,,Metropolitana,"QUE ME ESTABAN COLOCANDO MUCHO PROBLEMA, EN LA RECEPCIÓN DE LA DOCUMENTACIÓN, YO YA HABÍA IDO VARIAS VECES,  A HACER FINANCIACIÓN  EN OTRAS OCASIONES, Y SIEMPRE LEVABA LA MISMA DOCUMENTACIÓN NUNCA ME HABÍAN PUESTO PROBLEMA  CON LA DOCUMENTACIÓN SIEMPRE TODO ESTABA EN ORDEN, AL DÍA Y ESTA VEZ ME QUERÍAN NEGAR ESA FINANCIACIÓN DEBIDO A QUE UNO DE LOS DOCUMENTOS NO HABÍA LLEVADO EL DOCUMENTO ORIGINAL, PERO YO NO PODÍA LLEVAR EL DOCUMENTO ORIGINAL  PARA EVITARME QUE SE ME PERDIERA, YO SIEMPRE CARGABA COPIA Y NUNCA HABÍA TENIDO PROBLEMA CON LO DE LAS COPIAS ENTONCES SI ME DEMORARON UN POCO LA ATENCIÓN QUE ERA MUY RARO QUE ME HUBIERAN ACEPTADO ESO PORQUE LAS POLÍTICAS DE LA EMPRESA NO DEJABAN QUE TENÍA QUE SER ORIGINAL Y A LA FINAL YO LE DIJE A LA PERSONA QUE SI NO QUEDABAN REGISTROS DE LAS PERSONAS QUE HAN RECIBIDO LA DOCUMENTACIÓN ANTERIORMENTE  QUE NO PORQUE AQUÍ YA NO ESTABAN ESAS PERSONAS, QUE AQUÍ YA NO TRABAJAN  EN ESTA OFICINA YA CAMBIARON TODO EL PERSONAL LE DIJE QUE VERIFICARA PRIMERO PORQUE SI ELLOS ME LO RECIBIERON ERA PORQUE NO HABÍA NINGÚN PROBLEMA Y YA FINALMENTE ACCEDIÓ Y MIRO QUE SI ME HABÍAN RECIBIDO LA DOCUMENTACIÓN FINALMENTE ACCEDIÓ PERO COMO A LO ÚLTIMO, Y ESO ME ATRASO MUCHO CASI QUE NO ME ATIENDEN",INCIDENTES NEGATIVOS
Daños Acueducto,_,_,_,_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,DESPUÉS DE REPORTAR EL DAÑO LA SOLUCIÓN FUE RÁPIDA CASI DE INMEDIATO ADEMÁS LA FORMA  DE LA ATENCIÓN DEL ASESOR ES CORDIAL DA LA INFORMACION  CLARA Y CORRESPONDIENTE ACERCA DE LO QUE SUCEDE EN LA ZONA,INCIDENTES POSITIVOS
Quejas Gas,TELEFONICO,SUSPENSION O CORTE DEL SERVICIO,"Nombre: LINA MARIELLY OSORNO CARVAJAL
Cc: 43151625
Tel: 3206161593
Dir: CR 53 CC CL 10 B SUR -41 (INTERIOR 201 )
Autoriza SMS: Si
Id: 00001046331558455688
Se comunica usuaria reportando que el funcionario  que le fue a colocar un cepo para suspensi?n por revisi?n peri?dica con orden en SCO-27102296 le causo un da?o en la red, asegura que anteriormente no hab?an presentado ninguna fuga en el inmueble . favor validar.",_,MEDELLIN,Gas,Línea de atención,,Metropolitana,-,EXPERIENCIA NORMAL
Peticiones Energía Oficinas (resuelto),PRESENCIAL,INFORMACION GENERAL,Clienta en calidad de propietaria solicita informaci?n de la PQR-5894096-Q3T9,_,LA UNION,Energía,Oficina de atención,,Regional,-,EXPERIENCIA NORMAL
Pedidos Gas - Estado en proceso,_,_,_,_,VALPARAISO,Gas,Vinculación al Servicio,,Regional,-,EXPERIENCIA NORMAL
Pedidos Gas - Estado en proceso,_,_,_,_,PUEBLORRICO,Gas,Vinculación al Servicio,,Regional,-,EXPERIENCIA NORMAL
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,"Usuario en calidad de propietario del contrato No. 11018084 solicita la financiaci?n del mismo, presenta impuesto predial, factura, cedula",_,SAN CARLOS,Energía,Oficina de atención,,Regional,"LA ATENCIÓN DE LAS PERSONAS QUE ATIENDEN,  EN CUANTO A QUE  ME BRINDARON LA INFORMACIÓN QUE NECESITABA   ADEMÁS  HUBO ORDEN  YA QUE VAN ATENDIENDO SEGÚN EL TURNO CORRESPONDIENTE",INCIDENTES POSITIVOS
Pedidos Gas - Estado en proceso,_,_,_,_,LA CEJA,Gas,Vinculación al Servicio,,Regional,-,EXPERIENCIA NORMAL
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,"En calidad de propietaria solicita financiar la factura de la instalaci?n 057419007000790101, la factura esta por un valor de 242.410$ y de cuota inicial va a dar un valor de 100.000$, a financiar queda un valor de 142.558$ para pagarlo en los pr?ximos 3 meses con cuotas aproximadas a 48.313$",_,MEDELLIN,Energía,Oficina de atención,,Metropolitana,LA ATENCIÓN DE LA PERSONA QUE ME ATENDIÓ EN CUANTO A QUE FUE MUY ASERTIVO CON EL REQUERIMIENTO QUE YO LE HICE. / NO DA MÁS INFORMACIÓN,INCIDENTES POSITIVOS
"Pedidos Energía (HV, legalizaciones y prepago) - Facturado",_,_,_,_,APARTADO,Energía,Vinculación al Servicio,,Regional,YO FUI A PEDIR EL SERVICIO PARA UN RETIRO DE UN CONTADOR PREPAGO Y FUE MUY BUENA LA ATENCIÓN Y RÁPIDA TANTO COMO EN ATENDERME ALLÁ COMO DE VENIR LIGERO A HACER EL RETIRO QUE YO PEDÍ/NO DA MÁS INFORMACION,INCIDENTES POSITIVOS
Peticiones Aguas Oficinas (resuelto),PRESENCIAL,INFORMACION GENERAL,"En calidad de propietario solicita constancia de pago realizado al contrato 311381 por valor de $405,000.",_,ITAGUI,Acueducto,Oficina de atención,,Metropolitana,"QUE LO ATIENDEN A UNO BIEN EN CUANTO  A QUE SON FORMALES, SON EDUCADOS Y LE COLABORAN A UNO EN LAS SOLICITUDES. NO DA MÁS INFORMACIÓN",INCIDENTES POSITIVOS
"Peticiones Escritas (Energía, aguas, gas)",_,_,_,_,_,Gas,Canal Escrito,,Metropolitana,"HICE UNAS VUELTAS PARA LA INSTALACIÓN DEL GAS, PERO NO ME DIERON LA INFORMACION CORRECTA PORQUE NO HA Y UNA RED CERCA PARA COLOCAR EL GAS A LA VEREDA Y LO VAMOS A COLOCAR PARA TODOS EN LA VEREDA",INCIDENTES NEGATIVOS
Pedidos Gas - Estado completado,_,_,_,_,ARBOLETES,Gas,Vinculación al Servicio,,Regional,"FUE MUY RÁPIDA LA INSTALACIÓN DESDE LA SOLICITUD HASTA LA INSTALACIÓN, PORQUE PENSÉ QUE SE DEMORARÍA COMO TRES MESES, PERO FUE A LA SEMANA QUE INSTALARON; Y CUANDO VINIERON A LA INSTALACIÓN SOLO SE DEMORARON MEDIA HORA.",INCIDENTES POSITIVOS
Peticiones Energía Oficinas (resuelto),PRESENCIAL,EMISION DE DOCUMENTO PARA PAGO,El usuario solicita duplicado,_,BRICE?O,Energía,Oficina de atención,,Regional,ME ATENDIERON RÁPIDO Y EN LA OFICINA FUERON MUY ATENTOS. NO DA MÁS INFORMACION,INCIDENTES POSITIVOS
Pedidos Gas - Estado en proceso,_,_,_,_,MEDELLIN,Gas,Vinculación al Servicio,,Metropolitana,"TODO ESTUVO MUY BIEN , INCLUSO SE LLEGÓ A PRESENTAR UN INCONVENIENTE DONDE LA PERSONA QUE HIZO LA INSTALACIÓN DEL GAS ROMPIERON EN LA PARTE DE LA CALLE Y CON ESE VIBRADOR ROMPIERON UN MURO ENTONCES EL DAÑO QUE ELLOS HICIERON AFUERA ME LO DEJARON TOTALMENTE ARREGLADO EL CONTRATISTA ARREGLO ESE DAÑO EN LA PARTE DE AFUERA Y ADENTRO CON EL SERVICIO DEL GAS QUEDO PERFECTAMENTE BIEN ESTA PERSONA FUE MUY CORRECTA Y NOS HIZO EL TRABAJO QUE TENÍA QUE HACER DESPUÉS DE QUE NOS HABÍA PERJUDICADO, ESO ESTUVO MUY BIEN.",INCIDENTES POSITIVOS
Daños Agua Prepago,_,_,_,_,BELLO,Acueducto,Línea de atención,,Metropolitana,"PORQUE LLAME DESDE CELULAR DESDE TELÉFONO FIJO Y NO ME CONTESTABAN, ME TOCO PRIMERO IR ALLÁ Y DESPUÉS VOLVER  LLAMAR, EN ESA ÚLTIMA LLAMADA ME DIJERON QUE LES DIERA 24 HORAS PARA SOLUCIONAR EL PROBLEMA, ADEMÁS ME DABAN UN CÓDIGO PERO NO ME SOLUCIONABAN. SE INDAGA NO DA MÁS INFORMACIÓN",INCIDENTES NEGATIVOS
Daños Acueducto,_,_,_,_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,"LA ATENCIÓN  FUE BUENA , PUDIERON IDENTIFICAR EL ORIGEN  DAÑO NO DA  MÁS INFORMACION",INCIDENTES POSITIVOS
Alternativas de Pago,_,_,_,_,MEDELLIN,No aplica,Línea de atención,,Metropolitana,"QUE NO ME EXPLICARON BIEN UN PROCEDIMIENTO POR LO QUE YO LLAME  Y ME QUITARON EL CONTADOR, LA LLAMADA ME LA CORTABAN O   SE CAÍA Y ME CONTESTAN DIFERENTES PERSONAS Y NINGUNA  ME SOLUCIONO (NO DA MÁS INFORMACION)",INCIDENTES NEGATIVOS
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,"Usuario en calidad de propietaria, se presenta la Sra. Mar?a Edilma Viera Guerrero con cc 22154962, solicita financiaci?n de la factura con contrato 1498079 por valor de $ 646.261.96 correspondiente a 2 cuentas. Presenta, impuesto predial vigente, cedula y factura abril de 2019.",_,MEDELLIN,Acueducto,Oficina de atención,,Metropolitana,-,EXPERIENCIA NORMAL
"Pedidos Energía (HV, legalizaciones y prepago) - Facturado",_,_,_,_,BELEN DE BAJIRA,Energía,Vinculación al Servicio,,Regional,PORQUE FUI Y HABLÉ Y ME PUSIERON EL SERVICIO/NO DA MÁS INFORMACION,INCIDENTES POSITIVOS
Peticiones Energía Oficinas (resuelto),PRESENCIAL,EMISION DE DOCUMENTO PARA PAGO,Usuaria solicita emisi?n de documento para pago.,_,RIONEGRO,Energía,Oficina de atención,,Regional,"LA MUCHACHA FUE MUY ATENTA Y MUY FORMAL, LA TECNOLOGÍA QUE TIENEN AHORA ES MUY BUENA. NO DA MÁS INFORMACION",INCIDENTES POSITIVOS
Peticiones Aguas Oficinas (resuelto),PRESENCIAL,INFORMACION GENERAL,"solicita  cuentas de  enero y febrero, enviar al correo liliana_martinez15@hotmail.com   para  cuadrar  con agencia.",_,ENVIGADO,Acueducto,Oficina de atención,,Metropolitana,QUE SE DEMORARON APROXIMADAMENTE 45 MINUTOS PARA QUE ME ATENDIERAN Y ESO ES MUCHO TIEMPO PARA UNA ATENCIÓN. NO DA MÁS INFORMACION,INCIDENTES NEGATIVOS
Pedidos Gas - Estado completado,_,_,_,_,MEDELLIN,Gas,Vinculación al Servicio,,Metropolitana,"QUE FUE RÁPIDA LA INSTALACIÓN, YA QUE SE DEMORÓ UNA SEMANA DESDE LA SOLICITUD HASTA LA INSTALACIÓN.",INCIDENTES POSITIVOS
"Peticiones Escritas (Energía, aguas, gas)",EB,TERMINACION DEL CONTRATO,"PROYECTO DE CIUDAD DE LA ALCALDIA DE MEDELL?N - MEJORAMIENTO ALTOS DEL RODEO
RETIRO DEFINITIVO DE SERVICIOS P?BLICOS.   . Servicios seleccionados: Energ?a, Agua Potable, Agua Residual, Gas",_,MEDELLIN,Gas,Canal Escrito,,Metropolitana,-,EXPERIENCIA NORMAL
Financiaciones,DESBORDE,GESTIONAR FINANCIACION,"traslado de diferido a cte de todo lo que debe en gas, es autorizado presenta carta de autorizaci?n, predial y cedula propietario",_,MEDELLIN,Gas,Oficina de atención,,Metropolitana,PORQUE FUERON MUY ÁGILES  TANTO PARA PASAR A QUE ME ATENDIERAN  COMO CUANDO EL ASESOR ME ESTABA ATENDIENDO FUE MUY ÁGIL,INCIDENTES POSITIVOS
"Pedidos Energía (HV, legalizaciones y prepago) - orden",_,_,_,_,APARTADO CAMARA DE COMERCIO,Energía,Vinculación al Servicio,,Regional,-,EXPERIENCIA NORMAL
"Pedidos Energía (HV, legalizaciones y prepago) - Facturado",_,_,_,_,SAN PEDRO DE URABA,Energía,Vinculación al Servicio,,Regional,ME SORPRENDIÓ CUANDO VINIERON EN QUE ME TRATARON BIEN EN QUE NO FUERON GROSEROS AL TRATARLO A UNO/NO DA MÁS INFORMACION,INCIDENTES POSITIVOS
Daños Agua Prepago,_,_,_,_,ENVIGADO,Acueducto,Línea de atención,,Metropolitana,"LA ATENCIÓN QUE FUE INMEDIATA Y FUE RÁPIDA, LA RESPUESTA SE DIO CON AGILIDAD. SE INDAGA NO DA MÁS INFORMACION",INCIDENTES POSITIVOS
"Pedidos Energía (HV, legalizaciones y prepago) - orden",_,_,_,_,BELEN DE BAJIRA,Energía,Vinculación al Servicio,,Regional,"LOS PROCESOS FUERON EXCELENTES PORQUE YA APROBARON HACER LA INSTALACIÓN EN LA SOLICITUD, Y YA ME VISITARON PARA PROGRAMAR LA INSTALACIÓN. NO DA MÁS INFORMACION.",INCIDENTES POSITIVOS
"Pedidos Energía (HV, legalizaciones y prepago) - orden",_,_,_,_,EL CARMEN DE VIBORAL,Energía,Vinculación al Servicio,,Regional,"QUE CUANDO HICIMOS LA SOLICITUD, NOS DIJERON QUE ENVIARÍAN A UNA PERSONA A HACER LA INSTALACIÓN, PERO HUBO INCONVENIENTE Y AL VENIR LAS PERSONAS NOS DIJO QUE ENVIABAN A OTRA PERSONA A HACER LA INSTALACIÓN. NO DA MÁS INFORMACION",INCIDENTES NEGATIVOS
"Pedidos Energía (HV, legalizaciones y prepago) - Facturado",_,_,_,_,APARTADO,Energía,Vinculación al Servicio,,Regional,PORQUE FUERON AMABLES EN LA ATENCIÓN AL SERVICIO QUE LE PRESTARON EN QUE FUERON MUY AMABLES EN CUANTO A LA EXPLICACIÓN QUE ME DIERON DEL PORQUE SE HABÍAN DEMORADO CON LA ENERGÍA PORQUE NO LA HABÍAN COLOCADO AUN/NO CONTESTAN,INCIDENTES POSITIVOS
Daños Agua Prepago,_,_,_,_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,-,EXPERIENCIA NORMAL
Alternativas de Pago,_,_,_,_,BELLO,No aplica,Línea de atención,,Metropolitana,LA CORDIALIDAD EN CUANTO A AMABILIDAD Y     LA CLARIDAD  DE LA INFORMACION QUE ME DIERON (NO DA MÁS INFORMACION),INCIDENTES POSITIVOS
Daños Agua Prepago,_,_,_,_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,"QUE EN TODO MOMENTO LAS PERSONAS ME ATENDIERON ME PRESTARON UNA BUENA ATENCIÓN, PORQUE ME INFORMARON ADECUADAMENTE, LUEGO ME PASARON LA LLAMADA CON OTRA ÁREA EN LA QUE ME ATENDIERON PRIMERO QUE TODO RÁPIDAMENTE Y SEGUNDO LA RESPUESTA QUE ME DIERON FUERON CLARAS Y CONCISAS. SE INDAGA NO DA MÁS INFORMACION",INCIDENTES POSITIVOS
"Pedidos Energía (HV, legalizaciones y prepago) - orden",_,_,_,_,EL RETIRO,Energía,Vinculación al Servicio,,Regional,"POR LA ATENCIÓN DE LA ASESORA, YA QUE FUE MUY EXPLÍCITA EN LO QUE NOS EXPLICÓ Y FUE AMABLE. YA LUEGO LLEGARON RÁPIDO A HACER LA INSTALACIÓN.",INCIDENTES POSITIVOS
Alternativas de Pago,_,_,_,_,MEDELLIN,No aplica,Línea de atención,,Metropolitana,EL MANEJO DEL TEMA  TENÍA INFORMACION  CLARA SOBRE LO QUE YO PREGUNTABA Y ERAN EDUCADOS (NO DA MÁS INFORMACION),INCIDENTES POSITIVOS
"Pedidos Energía (HV, legalizaciones y prepago) - Facturado",_,_,_,_,_,Energía,Vinculación al Servicio,,Regional,EN QUE FUE RÁPIDO EL PROCEDIMIENTO EN QUE NO ME TOCO ESPERAR MUCHO TIEMPO PARA QUE ME ATENDIERAN/NO DA MÁS INFORMACION,INCIDENTES POSITIVOS
"Peticiones Escritas (Energía, aguas, gas)",CARTA,REQUERIMIENTOS SSPD O SIC,"mediante RADSSPD 20198300145251, requiere expediente recurso de queja.",_,RIONEGRO,Energía,Canal Escrito,,Regional,-,EXPERIENCIA NORMAL
"Pedidos Energía (HV, legalizaciones y prepago) - Facturado",_,_,_,_,ITUANGO,Energía,Vinculación al Servicio,,Regional,PORQUE DIGO QUE LA INSTALACIÓN ESTÁ BIEN PORQUE UNO EL SERVICIO DE LA LUZ PARA UNO ES IMPORTANTE TENER EL SERVICIO/NO DA MÁS INFORMACION,INCIDENTES POSITIVOS
"Pedidos Energía (HV, legalizaciones y prepago) - orden",_,_,_,_,SAN CRISTOBAL,Energía,Vinculación al Servicio,,Regional,"QUE LA PERSONA QUE ME ATENDIÓ LO HIZO MUY BIEN, PORQUE TODO LO QUE LE PREGUNTE ME LO CONTESTO AL MOMENTO DE HACER LA SOLICITUD. NO DA MÁS INFORMACION.",INCIDENTES POSITIVOS
Pedidos Gas - Estado en proceso,_,_,_,_,PUEBLORRICO,Gas,Vinculación al Servicio,,Regional,-,EXPERIENCIA NORMAL
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,solicita pagar deuda del agu,_,MEDELLIN,Acueducto,Oficina de atención,,Metropolitana,PORQUE ME ATENDIERON MUY BIEN EL ASESOR QUE ME ATENDIÓ  EN CUANTO  A  QUE ME SOLUCIONO TODOS LOS PROBLEMAS.,INCIDENTES POSITIVOS
"Peticiones Escritas (Energía, aguas, gas)",_,_,_,_,_,Acueducto,Canal Escrito,,Metropolitana,QUE ME ESTÁN COBRANDO EL CONSUMO DE UN SERVICIO DE HACE 8 AÑOS QUE YO NO HE UTILIZADO Y NO ME HADADA RESPUESTA AL REQUERIMIENTO.,INCIDENTES NEGATIVOS
Pedidos Gas - Estado en proceso,_,_,_,_,MEDELLIN,Gas,Vinculación al Servicio,,Metropolitana,-,EXPERIENCIA NORMAL
Peticiones Aguas Oficinas (resuelto),PRESENCIAL,PLAZO PARA PAGO,"Usuario solicita Plazo para pago sobre facturaci?n del mes de mayo 2019, por valor de $310.467 presenta cedula original.",_,MEDELLIN,Acueducto,Oficina de atención,,Metropolitana,"QUE LA ATENCIÓN DE ASESORA FUE BUENA EN CUANTO A QUE FUE MUY AMABLE, ME BRINDO LA RESPUESTA QUE NECESITABA Y ME AYUDO EN MI SOLICITUD. NO DA MÁS INFORMACION",INCIDENTES POSITIVOS
Pedidos Gas - Estado en proceso,_,_,_,_,CALDAS,Gas,Vinculación al Servicio,,Metropolitana,-,EXPERIENCIA NORMAL
Financiaciones,PRESENCIAL,GESTIONAR FINANCIACION,Cliente solicita financiar contrato 7943971,_,NECOCLI,Energía,Oficina de atención,,Regional,-,EXPERIENCIA NORMAL
Daños Acueducto,_,_,_,_,ITAGUI,Acueducto,Línea de atención,,Metropolitana,-,EXPERIENCIA NORMAL
"Peticiones Escritas (Energía, aguas, gas)",CARTA,PETICIONES TECNICAS,"Solicita reconsiderar punto de conexi?n con pedido N?20951465, oficio 20180130152926, obra Territorio Aurora, ya que el punto de conexi?n se dio para un transformador equivocado, la conexi?n se requiere para el poste anterior N? 831878. T: 123222",_,MEDELLIN,Energía,Canal Escrito,,Metropolitana,_,_
Daños Acueducto,_,_,_,_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,ME ATENDIERON BIEN FUERON  FORMALES EN EL MOMENTO DE LA LLAMADA CONTESTARON RÁPIDAMENTE   Y FUERON AMABLES EN LA ATENCIÓN,INCIDENTES POSITIVOS
Quejas aguas (incluido prepago),TELEFONICO,NO CONEXION DEL SERVICIO,"Nombre: Jos? gil Henao 	
Cc:71735571
Tel:3174417691
Dir:CL 76 CR 49 -31 ?
Autoriza SMS: SI
Id:00001055921558548628
Se?or Jos? gil con solicitud en hidro 2817331 para cambio de acometida para agua residual con ans vencido usuario muy inconforme pide pronta soluci?n y respuesta",_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,-,EXPERIENCIA NORMAL
Quejas aguas (incluido prepago),TELEFONICO,NO CONEXION DEL SERVICIO,"JOSE ADAN MU?OZ BERRIO
CC.70513919
DIR:CL 54 A SUR CR 63 -65 (INTERIOR 301 ) 
TEL:3794936//3017669267
Solicitud en hidro 2642758 para Conexi?n de servicio de Acueducto cerrada el 14/01/2019 sin ejecutar las obras accesorias. Usuario solicita se le terminen los trabajos ya que est? muy perjudicado con el nicho que all? dejaron. Favor validar. Id.00001113091558110665.",_,MEDELLIN,Acueducto,Línea de atención,,Metropolitana,-,EXPERIENCIA NORMAL
"Peticiones Escritas (Energía, aguas, gas)",CARTA,INFORMACION GENERAL,Radicado 20190120099433 Luis Fernando G?mez Giraldo cc 15353714 Representante Legal de constructora Jofer SAS Nit 9007136756 solicita el informe del consumo de energ?a de los ?ltimos 60 meses de la direcci?n RURAL_190400100035000000_CALLE 11 de La Uni?n,_,LA UNION,Energía,Canal Escrito,,Regional,"EL SERVICIO EN GENERAL, LA AGILIDAD EN TODO, EL SERVICIO COMO TAL. SE INDAGA NO DA MÁS INFORMACION",INCIDENTES POSITIVOS
Daños Acueducto,_,_,_,_,_,Acueducto,Línea de atención,,Metropolitana,-,EXPERIENCIA NORMAL
"Peticiones Escritas (Energía, aguas, gas)",_,_,_,_,_,Acueducto,Canal Escrito,,Metropolitana,_,_
"Pedidos Energía (HV, legalizaciones y prepago) - orden",_,_,_,_,CURRULAO,Energía,Vinculación al Servicio,,Regional,"LA ATENCIÓN FUE BUENA PORQUE HUBO BUEN TRATO EN EL SERVICIO Y ME HICIERON RÁPIDO LA INSTALACIÓN DE LA LUZ PREPAGO, LA CUAL PUEDO ECONOMIZAR. NO DA MÁS INFORMACION.",INCIDENTES POSITIVOS
Daños Acueducto,_,_,_,_,ITAGUI,Acueducto,Línea de atención,,Metropolitana,LA FORMA  COMO ME  ATENDIERON SUPO DAR LA INFORMACION QUE REQUERÍA LA PERSONA  QUE ATENDIÓ NO FUE GROSERA COMO SUCEDE A VECES  CON OTRAS EMPRESAS,INCIDENTES POSITIVOS
Facturación y Pago,_,_,_,_,APARTADO,No aplica,Facturación,,Regional,"ME GENERARON UNA FACTURA DONDE ME ESTABAN REALIZANDO EL COBRO POR UN DAÑO QUE YO NO HABÍA HECHO EN EL CONTADOR DEL AGUA, CUANDO YO MIRE EL AGUA SE ESTABA BOTANDO Y CREO QUE FUE ALGUIEN DE LA CALLE QUE HIZO ESE DAÑO .",INCIDENTES NEGATIVOS
